title,translated_title,year,release_date,country,language,runtime,director,writer,actors,genre,rating,imdb_rating,imdb_link,douban_link,poster_url,description,awards,screenshots
黑幕：调查记者的真相之路 WEB-DL版下载/掩盖真相 2025 Cover-Up 9.87G,黑幕：调查记者的真相之路/掩盖真相,2025,2025-08-28,美国,英语,115分钟,劳拉·珀特拉斯 / 马克·奥本豪斯,,,纪录片,2025,7.5,https://www.imdb.com/title/tt37660887/,https://movie.douban.com/subject/37445759/,https://s44.playwoool.com/wp-content/uploads/2026/01/p2927295145.webp,《掩盖真相》是一部政治惊悚片，追溯了普利策奖获奖调查记者西摩·赫什充满冲击力的职业生涯。影片节奏紧迫且报道深入，既勾勒出一位执着记者的形象，也对机构性暴力提出控诉——揭露了美国军方与情报机构中不受惩罚的循环。 凭借独家获取的赫什的笔记，交织着原始文件与档案影像，《掩盖真相》展现了调查性新闻的力量与运作过程。,"第97届美国国家评论协会奖 (2025)
最佳纪录片",
永生战士2 WEB-DL版下载/ Immortal 2 / Sisu Part 2 / Sisu 2 2025 Sisu: Road to Revenge 6.73G,永生战士2/Immortal 2 / Sisu Part 2 / Sisu 2,2025,2025-11-21,芬兰 / 美国,英语,89分钟,贾马里·赫兰德,贾马里·赫兰德,乔玛·汤米拉 / 史蒂芬·朗 / 理查德·布雷克 / Sandy E. Scott / 汤米·柯贝拉 / 埃纳尔·哈拉尔松 / 雅科·哈钦斯 / Ergo Küppas / Anton Klink,剧情 / 动作,7.4,7.3,https://www.imdb.com/title/tt31844586/,https://movie.douban.com/subject/36850049/,https://s44.playwoool.com/wp-content/uploads/2025/12/p2924868124.webp,一名男子回到故乡，准备拆除家人在战争中遇害的房屋，另寻他处重建。凶手是一名红军指挥官，他找到了他，一场残酷的跨国追捕由此展开。 标签：剧情 动作 -本片字幕下载请点这里- 全部磁力链 4K 蓝光原盘 蓝光高清 WEB-DL 字 幕 [无损音乐1T] [美剧蓝光32T] [观影APP] [115网盘优惠充值] 1080P 在线观看 直接高品质在线观看《永生战士2 Sisu: Road to Revenge》 4K 15.82GB Sisu.Road.to.Revenge.2025.2160p.iT.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-WADU WEB-1080P 6.67GB Sisu.2.2025.1080p.iT.WEB-DL.DD+5.1.Atmos.H.264-ETHEL WEB-1080P 6.73GB Sisu.Road.To.Revenge.2025.1080p.WEB.h264-ETHEL 字 幕 https://www.samfunny.com/download/index.php?id=36850049 Copyright ©2021 音范丝|影音集 内容均采集自互联网，若侵犯您的权益请联系fanyun866#gmail.com，我们将尽快处理。 高清常识 常见问题 蓝光播放工具 点点字幕 布雷克影院 币圈中文攻略 银河碟屋 登录,,
南京照相馆 WEB-DL版下载/吉祥照相馆 / Dead To Rights 2025 南京照相馆 33.86G,南京照相馆/吉祥照相馆 / Dead To Rights,2025,2025-07-25,中国大陆,汉语普通话 / 日语 / 南京话,137分钟,申奥,许渌洋 / 张珂 / 申奥,刘昊然 / 王传君 / 高叶 / 王骁 / 周游 / 杨恩又 / 原岛大地 / 王真儿 / 杨皓宇 / 刘亦淳,剧情 / 历史 / 战争,8.8,7.8,https://www.imdb.com/title/tt36598036/,https://movie.douban.com/subject/36809864/,https://s44.playwoool.com/wp-content/uploads/2025/12/p2923361574.webp,影片故事取材于南京大屠杀期间日军真实罪证影像。一群生活在南京的百姓躲在吉祥照相馆中避难，为了尽可能的多活一日，他们被迫帮助日军摄影师冲洗底片，却意外冲印出了能证明日军屠城的罪证照片。他们原本只想在大屠杀中保命活下去，面对日军在南京城内的暴行，他们决定让这些底片留存下去……,"第20届中国长春电影节 (2025)
金鹿奖 最佳影片奖
金鹿奖 评委会大奖(提名)
金鹿奖 最佳导演 申奥
金鹿奖 最佳男演员(提名) 王传君
金鹿奖 最佳女演员(提名) 高叶
金鹿奖 最佳编剧 张珂 / 申奥 / 许渌洋
金鹿奖 最佳摄影(提名) 王天行
金鹿奖 最佳音乐(提名) 彭飞",
玫瑰 WEB-DL版下载/玫瑰战争 / 玫瑰夫大戰玫瑰妻(港) / 没好婚姻(台) / The War of the Roses 2025 The Roses 19.03G,玫瑰/玫瑰战争 / 玫瑰夫大戰玫瑰妻(港) / 没好婚姻(台) / The War of the Roses,2025,2025-08-27,英国 / 澳大利亚 / 美国,英语,105分钟,杰伊·罗奇,沃伦· 阿德勒 / 托尼·麦克纳马拉,奥利维娅·科尔曼 / 本尼迪克特·康伯巴奇 / 凯特·麦克金农 / 安迪·萨姆伯格 / 舒提·盖特瓦 / 苏妮特·玛尼 / 佐伊·赵 / 詹米·德米特鲁 / 德莱尼·奎因 / 哈拉·芬利 / 欧利·罗宾逊 / 韦尔斯·拉普帕波特 / 艾莉森·詹尼 / 威尔·史密斯 / 卡洛琳·帕特里奇 / 玛格丽特·科鲁尼 / 奥利·达伯斯 / 裘德·科沃德·尼科尔 / 贝琳达·布罗米洛 / 小田部明纮 / 艾米莉·皮格福德 / 保罗·佩普 / 兰贾尼·布罗 / 罗宾·阿特金·唐斯 / 马特·科博伊,剧情 / 喜剧,7.4,6.9,https://www.imdb.com/title/tt31973693/,https://movie.douban.com/subject/36833084/,https://s44.playwoool.com/wp-content/uploads/2025/10/p2921564835.webp,艾薇（奥利维娅·科尔曼 Olivia Colman 饰）和西奥（本尼迪克特·康伯巴奇 Benedict Cumberbatch 饰）是一对表面幸福、实则危机四伏的中产夫妻。 他们有钱、有貌、有小孩，人生完美无死角……直到现实开始崩坏。 他失势、她崛起；爱情不再对等，成就变成武器，婚姻成了战场。 当爱不再是羁绊，而是竞争，家不再安全而是战场，你该如何处理枕边人。 标签：剧情 喜剧 -本片字幕下载请点这里- 全部磁力链 4K 蓝光原盘 蓝光高清 WEB-DL 字 幕 [无损音乐1T] [美剧蓝光32T] [观影APP] [115网盘优惠充值] 4K 19.03GB The.Roses.2025.Hybrid.2160p.WEB-DL.DV.HDR.DDP5.1.Atmos.H265-AOC 4K 9.76GB The.Roses.2025.2160p.WEB-DL.DDP5.1.Atmos.SDR.H265-AOC 1080P 在线观看 直接高品质在线观看《玫瑰 The Roses》 Remux 28.8GB The.Roses.2025.iNTERNAL.BluRay.1080p.MULTi.REMUX.AVC.DTS-HD.MA.5.1-Aisha 1080P 7.88GB The.Roses.2025.BluRay.1080p.DDP.5.1.x264-hallowed WEB-1080P 4.35GB Rose.2021.FRENCH.1080p.WEBRip.AAC2.0.x264-KUCHU WEB-1080P 1.6GB Rose.2021.FRENCH.1080p.WEBRip.x265-VXT WEB-1080P 1.96GB Rose.2021.FRENCH.1080p.WEBRip.x264-VXT WEB-1080P 5.43GB The.Roses.2025.1080p.WEB.h264-ETHEL WEB-1080P 7.92GB The.Roses.2025.1080p.AMZN.WEB-DL.H.264-EniaHD.mkv 字 幕 https://www.samfunny.com/download/index.php?id=36833084 Copyright ©2021 音范丝|影音集 内容均采集自互联网，若侵犯您的权益请联系fanyun866#gmail.com，我们将尽快处理。 高清常识 常见问题 蓝光播放工具 点点字幕 布雷克影院 币圈中文攻略 银河碟屋 登录,,
性梦爱三部曲：梦 蓝光高清MKV版/性爱梦之做梦(港) / 同夢奇緣之夢(港) / Sex Dreams Love Trilogy: Dreams / Drømmer (Sex Drømmer Kjærlighet) / Dreams‎ 2024 Drømmer 11.63G,性梦爱三部曲：梦/爱梦之做梦(港) / 同夢奇緣之夢(港) / Sex Dreams Love Trilogy: Dreams / Drømmer (Sex Drømmer Kjærlighet) / Dreams,2024,2024-09-23,挪威,挪威语,111分钟,达格·约翰·豪格鲁德,达格·约翰·豪格鲁德,艾拉·奥弗比 / 安妮·达尔·托普 / 塞罗姆·埃内图 / 英格丽德·吉耶弗 / 西莉耶·布雷维克 / 安妮·玛丽特·雅各布森 / 拉尔斯·雅各布·霍尔姆 / 瓦尔德马尔·多麦嫩·伊尔根斯 / 布林贾·阿贝·本德里恩 / 安德琳·萨瑟尔 / 艾拉·博特纳-比 / 阿马尔·贝纳瓦斯 / 安妮-卡伦·希滕 / 诺拉·哈格斯特罗姆 / 纳迪亚·邦内威 / 玛雅·福尔德 / 埃亚·萨拉内瓦 / 阿里·阿尔巴拉赞齐 / 萨里·卡德尔,剧情,8.0,7.4,https://www.imdb.com/title/tt30810787/,https://movie.douban.com/subject/36117334/,https://s44.playwoool.com/wp-content/uploads/2025/09/p2917731188.webp,他们都说，爱情仿佛一场大梦，到梦醒的时候自然结束，无论如何，Johanne（艾拉·奥弗比 Ella Øverbye 饰）恋爱了，爱上了同性艺术家老师，并且所忧所喜所思所虑都用文字记录下来——我爱她复觉得她爱我，但现实真的如此？母亲和外祖母看了日记后有点惊讶，却认为文采非凡，值得出版。 这时观众霍然惊觉，从一开始大家早堕入了虚构之网，回头太迟，因而也不必回头了。以如梦如幻月为情欲想像作大总结，堪称达格·约翰·豪格鲁德对人性和性差异思考交出的亮丽成绩表，一举摘下柏林国际电影节金熊奖,"第75届柏林国际电影节 (2025)
主竞赛单元 金熊奖 达格·约翰·豪格鲁德
费比西奖（国际影评人联盟奖） 竞赛单元最佳影片 达格·约翰·豪格鲁德",
神奇4侠：4K蓝光原盘下载+高清MKV版/惊奇4超人：第一步(台) / 神奇4侠：英雄第一步(港) / 神奇四侠：第一步 / 神奇四侠 重启版 / 新神奇四侠 / 神奇四侠：初露锋芒 / 神奇4侠 2025 The Fantastic Four: First Steps 50G,神奇4侠：初露锋芒/惊奇4超人：第一步(台) / 神奇4侠：英雄第一步(港) / 神奇四侠：第一步 / 神奇四侠 重启版 / 新神奇四侠 / 神奇四侠：初露锋芒 / 神奇4侠,2025,2025-07-25,英国 / 美国 / 加拿大 / 新西兰,英语,115分钟,马特·沙克曼,乔什·弗莱德曼 / 埃里克·皮尔森 / 杰夫·卡普兰 / 伊恩·斯普林格 / 凯特·伍德 / 斯坦·李 / 杰克·科比,佩德罗·帕斯卡 / 凡妮莎·柯比 / 艾邦·摩斯-巴克拉赫 / 约瑟夫·奎恩 / 拉尔夫·伊内森 / 朱莉娅·加纳 / 娜塔莎·雷昂 / 保罗·沃尔特·豪泽 / 萨拉·奈尔斯 / 马克·加蒂斯 / 艾达·斯科特 / 马修·伍德 / 安吉拉·琼斯 / 梅茜·沙克曼 / 杰伊·安德伍德 / 迈克尔·贝利·史密斯 / 阿莱克斯·海德-怀特 / 丽贝卡·斯塔巴 / 帕特里克·米勒 / 马瑟·泽科尔,动作 / 科幻 / 冒险,6.0,7.2,https://www.imdb.com/title/tt10676052/,https://movie.douban.com/subject/34825559/,https://s44.playwoool.com/wp-content/uploads/2025/09/p2922827258.webp,神奇先生（佩德罗·帕斯卡 饰）、隐形女（凡妮莎·柯比 饰）、霹雳火（约瑟夫·奎恩 饰）和石头人（爱波·莫斯-巴克拉赫 饰）。面对来自宇宙级威胁“行星吞噬者”（拉尔夫·伊内森 饰）及其使者“银影侠”（朱莉娅·加纳 饰）对地球上所有生灵的威胁，四人必须在家庭羁绊与英雄使命间抉择，挺身而出接受这个前所未有的严峻挑战。更令人措手不及的是，这场关乎地球存亡的危机竟与他们有着意想不到的关联。 标签：4K 冒险 动作 科幻 -本片字幕下载请点这里- 全部磁力链 4K 蓝光原盘 蓝光高清 WEB-DL 字 幕 [无损音乐1T] [美剧蓝光32T] [观影APP] [115网盘优惠充值] WEB-4K 19.77GB The.Fantastic.Four.First.Steps.2025.2160p.iT.WEB-DL.DDP5.1.Atmos.DV.HDR.H265-BYNDR WEB-4K 20.12GB The.Fantastic.Four.First.Steps.2025.Hybrid.2160p.WEB-DL.DV.HDR.DDP5.1.Atmos.H265-AOC WEB-4K 17.05GB The.Fantastic.Four.First.Steps.2025.2160p.WEB-DL.DDP5.1.Atmos.SDR.H265-AOC WEB-4K 6.02GB The.Fantastic.Four.First.Steps.2025.1080p.AMZN.WEB-DL.DDP5.1.H.264-RDNYB.mkv WEB-4K 9.28GB The.Fantastic.Four.First.Steps.2025.1080p.iT.WEB-DL.DDP7.1.H.264-LatTeam.mkv 4K REMUX 48GB The.Fantastic.Four.First.Steps.2025.2160p.UHD.BluRay.REMUX.DV.P7.HDR.MULTi.TrueHD.Atmos.H265 4K原盘 50GB VIP专享-神奇4侠：初露锋芒》内封中字版4K蓝光原盘ISO文件 蓝光原盘 网盘 收藏级《神奇4侠：初露锋芒》顶级内封中字版蓝光ISO 1080P 在线观看 直接高品质在线观看《神奇4侠：初露锋芒》 字 幕 https://www.samfunny.com/download/index.php?id=34825559 Copyright ©2021 音范丝|影音集 内容均采集自互联网，若侵犯您的权益请联系fanyun866#gmail.com，我们将尽快处理。 高清常识 常见问题 蓝光播放工具 点点字幕 布雷克影院 币圈中文攻略 银河碟屋 登录,,
丢失的时间 WEB-DL版下载/逝去的岁月 / Remembrance 2011 Die verlorene Zeit 5.78G,丢失的时间/逝去的岁月 / Remembrance,2011,2025-06-27,德国,德语 / 英语 / 波兰语,105分钟,Anna Justice,Anna Justice / Pam Katz,爱丽丝·德维尔 / 达格玛·曼泽尔 / 马特兹·达米克基,剧情 / 爱情,7.6,7.2,https://www.imdb.com/title/tt1728620/,https://movie.douban.com/subject/6876019/,https://s44.playwoool.com/wp-content/uploads/2025/08/p2358403438.webp,来源于真实事件的电影《失落的时间》（Die verlorene Zeit）讲述了发生在1944年二次世界大战恐惧阴霾笼罩下波兰集中营的曲折爱情。 一次铤而走险的逃亡中，年轻的囚犯 Tomasz (Mateusz Damiecki饰) 救出了他的犹太情人 Hannah Silberstein(Alice Dwyer饰)，然而战后的混乱迫使他们彼此分开，并以为对方已经去世。三十多年后，生活在纽约的Hannah沉浸在家庭的幸福中，直到一次偶然在电视访谈中看到Tomasz。她再次开始了寻找…… 标签：剧情 小语种 爱情 Copyright ©2021 音范丝|影音集 内容均采集自互联网，若侵犯您的权益请联系fanyun866#gmail.com，我们将尽快处理。 高清常识 常见问题 蓝光播放工具 点点字幕 布雷克影院 币圈中文攻略 银河碟屋 登录,,
乡下人的悲歌 WEB-DL版下载/绝望者之歌(港/台) / 乡巴佬的哀歌 / 山乡挽歌 2020 Hillbilly Elegy 16.01G,乡下人的悲歌/绝望者之歌(港/台) / 乡巴佬的哀歌 / 山乡挽歌,2020,2020-11-11,美国,英语,119分钟,朗·霍华德,瓦内莎·泰勒 / J.D. 万斯,艾米·亚当斯 / 格伦·克洛斯 / 加布里埃尔·巴索 / 海莉·贝内特 / 芙蕾达·平托 / 博·霍普金斯 / 欧文·艾斯特罗斯 / 杰西·C·博伊德 / 史蒂芬·坤肯 / 申庚 / 大卫·德怀尔 / 桑妮·马布雷 / 埃德·阿玛特鲁多 / 大卫·德弗里斯 / 霍莉·A·莫里斯 / 布兰登·赫希 / 大卫·詹森 / 斯凯拉·丹尼 / 威廉·麦克·麦库洛 / 杰森·戴维斯 / 科里·查普曼 / 丹尼尔·R·希尔 / 乔丹·崔威里恩 / 谢丽尔·霍华德 / 托尼·瓦德 / 泰丝·马里斯·金凯德 / 玛丽·克拉夫特 / 杰西卡·米塞尔 / 西德尼·格蕾丝·卡维尔 / Morgan Gao / Ethan Suess / Bill Kelly / Jono Mitchell,剧情,7.7,6.7,https://www.imdb.com/title/tt6772802/,https://movie.douban.com/subject/27016691/,https://s44.playwoool.com/wp-content/uploads/2025/08/p2624443564.webp,杰德（加布里埃尔·巴索 Gabriel Basso 饰）是在耶律大学法学院攻读法律的天之骄子，在深造之前，他还是一名杰出的海军陆战队队员，如此出色的履历表令无比璀璨的未来在前方等待着他。可就在这个节骨眼上，杰德收到了来自故乡南俄亥俄州的消息，他不得不返回家乡处理复杂的家庭事务，要知道，当初杰德可是费了好大的劲才从那个一团乱麻的家庭之中挣脱出来。 回到家乡后，杰德再度见到了自己喜怒无常、毒瘾缠身的母亲贝芙（艾米·亚当斯 Amy Adams 饰），这唤醒了他关于过去的糟糕的回忆，与此同时，杰德家族中另一位坚强的女性——他的姥姥（格伦·克洛斯 Glenn Close 饰）的形象也鲜活起来。,"第78届金球奖 (2021)
电影类 最佳女配角(提名) 格伦·克洛斯
第74届英国电影学院奖 (2021)
电影奖 最佳化妆/发型(提名)
第41届金酸莓奖 (2021)
最差女配角(提名) 格伦·克洛斯
最差导演(提名) 朗·霍华德
最差剧本(提名)
第27届美国演员工会奖 (2021)
电影奖 最佳女主角(提名) 艾米·亚当斯
电影奖 最佳女配角(提名) 格伦·克洛斯
第8届美国化妆及发型设计工会奖 (2021)
电影类最佳年代戏化妆(提名)
电影类最佳年代戏发型设计(提名)
电影类最佳特效化妆(提名)
第26届美国评论家选择电影奖 (2021)
最佳女配角(提名) 格伦·克洛斯
最佳发型化妆(提名)",
腓尼基计划 4K蓝光原盘下载+高清MKV版/腓尼基大作战(港) 2025 The Phoenician Scheme 47G,腓尼基计划/腓尼基大作战(港),2025,2025-05-18,美国 / 德国,英语,105分钟,韦斯·安德森,韦斯·安德森 / 罗曼·科波拉,本尼西奥·德尔·托罗 / 米娅·塞普雷顿 / 迈克尔·塞拉 / 汤姆·汉克斯 / 布莱恩·克兰斯顿 / 里兹·阿迈德 / 马修·阿马立克 / 杰弗里·怀特 / 理查德·艾欧阿德 / 斯嘉丽·约翰逊 / 本尼迪克特·康伯巴奇 / 鲁伯特·弗兰德 / 霍普·戴维斯 / 比尔·默瑞 / 夏洛特·甘斯布 / 安东尼娅·德斯普拉特 / 基特·拉库森 / 马克斯·毛夫 / 马修·乔丹 / 米洛·詹姆斯 / 杰米·费基克 / 斯特凡纳·巴克 / 赫克托·贝特曼·哈登 / 穆罕默德·贝哈德金,剧情 / 喜剧 / 动作 / 惊悚 / 犯罪,7.0,6.9,https://www.imdb.com/title/tt30840798/,https://movie.douban.com/subject/36465394/,https://s44.playwoool.com/wp-content/uploads/2025/06/p2921504043.webp,欧洲军火与航空界的商业巨擘Zsa-zsa Korda（本尼西奥·德尔·托罗 Benicio del Toro 饰）为了执行神秘计划，指定自己的修女女儿Liesl（米娅·塞普雷顿 米娅·瑟普尔顿 饰）成为遗产的继承人，而另一群匪徒想要阻止这位大亨，混乱与杀戮就此展开。,"第78届戛纳电影节 (2025)
主竞赛单元 金棕榈奖(提名) 韦斯·安德森",
心迷宫 WEB-DL版下载/殡棺 / The Coffin in the Mountain / Deep in the Heart 2014 心迷宫 15.34G,心迷宫//殡棺 / The Coffin in the Mountain / Deep in the Heart,2014,2015-10-16,中国大陆,汉语普通话,110分钟,忻钰坤,忻钰坤 / 冯元良 / 鲁妮凡,霍卫民 / 王笑天 / 罗芸 / 杨瑜珍 / 孙黎 / 邵胜杰 / 曹西安 / 贾致钢 / 朱自清 / 王梓尘 / 赵梓彤 / 贾世忠 / 袁满 / 陈梅生 / 张景素 / 平坦 / 金子 / 张建军,剧情 / 悬疑 / 犯罪,8.7,7.7,https://www.imdb.com/title/tt4078856/,https://movie.douban.com/subject/25917973/,https://s44.playwoool.com/wp-content/uploads/2025/06/p2276780256.webp,河南中原某个平凡的小山村，清早起来突然多出一具烧焦的尸体，这个消息很快传遍全村。村中妙龄女孩黄欢（罗芸 饰）同时失踪，由于弟弟被黄欢甩掉后酗酒意外身亡，王宝山前一日当众宣称要让黄欢偿命。因此，众人一度以为这是女孩的尸体。可是尸体的男性特征又打破了这个猜测。紧接着，尸体身上发现未烧毁的身份证，其身份指向了村花丽琴（孙黎 饰）的丈夫陈自立。哪曾想葬礼进行中途，丽琴又接到另一处打来的电话，通知她其丈夫意外身亡。这一次，焦尸的身份再度变得扑朔迷离。 一向正气凛然的村长（霍卫民 饰）试图查明真相，然而却朝着更为黑暗的方向沉了下去……,"第51届台北金马影展 (2014)
金马奖 最佳原著剧本(提名) 冯元良 / 忻钰坤
金马奖 最佳新导演(提名) 忻钰坤
第39届香港国际电影节 (2015)
新秀电影竞赛 火鸟大奖(提名) 忻钰坤
新秀电影竞赛 特别表扬 忻钰坤
国际影评人联盟奖(提名) 忻钰坤
第16届华语电影传媒大奖 (2016)
最佳新导演 忻钰坤
最佳编剧(提名) 冯元良 / 忻钰坤
第8届FIRST青年电影展 (2014)
竞赛 最佳剧情长片 忻钰坤
竞赛 最佳导演 忻钰坤
竞赛 最佳艺术探索(提名) 冯元良 / 忻钰坤",
一线声机 蓝光原盘下载/玩命手机 / 驳命来电 / Final Call 2004 Cellular 21.33G,一线声机/玩命手机 / 驳命来电 / Final Call,2004,2004-09-10,美国 / 德国,英语,94分钟,大卫·R·艾里斯,拉里·柯恩 / 克里斯·摩根,金·贝辛格 / 克里斯·埃文斯 / 杰森·斯坦森 / 威廉·H·梅西 / 卡罗琳·阿隆 / 维尔·贝布林克 / 杰西卡·贝尔 / 钱泰尔·布杜斯克 / 理查德·布基 / 约翰·丘吉尔 / 格雷格·科林斯 / 瓦勒里·克鲁斯 / 诺亚·艾默里奇 / 约翰·恩尼斯 / 埃里克·艾特巴里 / 艾琳·福斯特 / 威利·高尔特 / 亚当·泰勒·戈顿 / 厄尼·格伦沃尔德 / 里克·霍夫曼 / 莱诺尔·卡斯多夫 / 布伦丹·凯利 / 马克·库布尔 / 罗伯特·劳伦斯 / 亚当·列贝曼 / 马特·麦科姆 / 罗伯特·沙耶 / 莫洽·梦若 / 罗伯·奈格尔 / 艾瑞克·克里斯蒂安·奥森 / 达特·樊 / 朗·罗格 / 劳伦·桑切斯 / 艾尔·斯帕恩扎 / 罗娜·斯科特 / 林·沙烨 / 雪莉·谢波德 / 肖恩·史密斯 / 鲍比·J·汤普森 / 娜塔莎·布拉西克 / 吉娜·雷·卡特 / 玛丽·卡斯特罗 / 约翰·塞纳迭姆博 / 马特·克利福德 / 迪安·德夫林 / G·勒沃 / 夏恩·埃利斯 / 马斯顿·福布斯 / 安珀·玛丽·戈茨 / 吉恩·拉贝尔 / 罗蕾莱·李 / 安德鲁·麦克尔森 / 基诺·蒙特斯诺斯 / 阿拉娜·莫希德 / 尼尔·奥里翁 / 布兰登·奥斯本 / 基德·里奇蒙德 / 盖瑞·罗德里格斯 / 乔斯林·萨恩兹 / 丹妮尔·斯特拉顿 / 斯科特·艾伦·泰勒,动作 / 惊悚 / 犯罪,7.3,6.5,https://www.imdb.com/title/tt0337921/,https://movie.douban.com/subject/1326208/,https://s44.playwoool.com/wp-content/uploads/2025/06/p2177128714.webp,高中自然课女教师杰西卡（金·贝辛格 Kim Basinger 饰）被绑架了，幸好歹徒囚禁她的地方放置有一部老式的拨号电话。杰西卡慌乱之中随便拨了一个号码进行求救，她的求救电话打到了小伙子瑞恩（克里斯·埃文斯 Chris Evans 饰）的手机上。瑞恩一开始以为是恶作剧，但随后歹徒发现了杰西卡在向外求救，砸坏了电话。听到歹徒的吼叫和杰西卡惊呼，瑞恩才意识到事态严重。杰西卡在歹徒走后利用她的自然课知识重新拼装好了电话，重新和瑞恩取得了联系。通过她的讲述，瑞恩得知歹徒很快就会对她的丈夫和儿子下毒手，而杰西卡连自己身处的位置都不知道。留给瑞恩的时间已不多，何况他的手机电量有限。瑞恩必须尽一切努力去挽救杰西卡一家的性命。 标签：动作 惊悚 犯罪 -本片字幕下载请点这里- 全部磁力链 4K 蓝光原盘 蓝光高清 WEB-DL 字 幕 [无损音乐1T] [美剧蓝光32T] [观影APP] [115网盘优惠充值] 蓝光原盘 网盘 收藏级《一线声机》顶级内封中字版蓝光ISO 蓝光原盘 21.33GB 一线声机[DIY简繁中字]2004 BluRay 1080p AVC DTS-HDMA5.1-DIY-HDChina 1080P 5.33GB Cellular.2004.1080p.BluRay.x265.10bit.DTS-QuickIO 1080P 8.47GB Cellular.2004.1080p.BluRay.x264.DTS-QuickIO 1080P 8.1GB Cellular.2004.Bluray.1080p.DTSHD.x264-CHD 1080P 7.95GB Cellular.2004.1080p.BluRay.x264.DTS-FGT 1080P 7.93GB Cellular.2004.1080p.BluRay.x264-Japhson 1080P 1.79GB Cellular.2004.1080p.BluRay.H264.AAC-RARBG 720P 2.1GB [2016.10.02]一线声机[2004年美国犯罪剧情(MKV)]（帝国出品） 720P 3.41GB 驳命来电.2004.国英双语.中英字幕￡CMCT犇犇 720P 1.14GB Cellular.2004.720p.BluRay.H264.AAC-RARBG 字 幕 https://www.samfunny.com/download/index.php?id=1326208 Copyright ©2021 音范丝|影音集 内容均采集自互联网，若侵犯您的权益请联系fanyun866#gmail.com，我们将尽快处理。 高清常识 常见问题 蓝光播放工具 点点字幕 布雷克影院 币圈中文攻略 银河碟屋 登录,,
动乱 蓝光原盘下载/ Dôran / The Revolt 1980 動乱 45.47G,动乱/Dôran / The Revolt,1980,1980-01-19,日本,日语,150分钟,森谷司郎,山田信夫,高仓健 / 吉永小百合 / 米仓齐加年 / 樱田淳子 / 田村高广 / 志村乔 / 佐藤庆 / 田中邦卫 / 金田龙之介 / 岸田森 / 左顿平 / 小池朝雄 / 川津祐介 / 永岛敏行 / 户浦六宏 / 阿藤快 / 团岩 / 小林稔侍 / 久米明 / 黑部进 / 名和宏 / 纳谷悟朗 / 辻万长,剧情 / 历史 / 战争,7.4,6.7,https://www.imdb.com/title/tt0312647/,https://movie.douban.com/subject/1303788/,https://s44.playwoool.com/wp-content/uploads/2025/06/p2673702579.webp,影片描写了处于动荡年代的日本年轻一代军官由于亲眼目睹了政界和经济界的腐败现象，决心发动政变推动昭和维新，结果遭遇完全失败的过程，期间掺杂了一对青年男女的爱情悲剧。高仓健成功塑造了一个认真诚实但不善于以言辞表白爱情的男子汉形象，吉永小百合则以上佳的演技刻划出了一个能够忍受一切不幸的妇女的内心世界。影片曾为1980年日本十大卖座片第十名。 标签：剧情 历史 战争 日韩 -本片字幕下载请点这里- 全部磁力链 4K 蓝光原盘 蓝光高清 WEB-DL 字 幕 [无损音乐1T] [美剧蓝光32T] [观影APP] [115网盘优惠充值] 蓝光原盘 45.47GB The.Revolt.AKA.Dôran.1980.1080p.JPN.Blu-ray.AVC.LPCM.2.0-CWCL 字 幕 https://www.samfunny.com/download/index.php?id=1303788 Copyright ©2021 音范丝|影音集 内容均采集自互联网，若侵犯您的权益请联系fanyun866#gmail.com，我们将尽快处理。 高清常识 常见问题 蓝光播放工具 点点字幕 布雷克影院 币圈中文攻略 银河碟屋 登录,,
亨利·强生 WEB-DL版下载 2025 Henry Johnson 13.35G,亨利·强生,2025,2025-05-09,美国,英语,85分钟,大卫·马梅,大卫·马梅,希亚·拉博夫 / 克里斯·鲍尔 / 伊万·乔尼凯特,剧情,2025,7.7,https://www.imdb.com/title/tt36266270/,https://movie.douban.com/subject/36821183/,https://s44.playwoool.com/wp-content/uploads/2025/06/p2920508473.webp,这部影片讲述了主人公（由Jonigkeit饰演）在一次善举颠覆了自己生活后，如何寻找道德支点的故事。在他追寻的过程中，亨利将遇到的权威人物——包括他后来的狱友吉恩（LaBeouf饰）——视为向导，却最终走上了一条充满操纵与道德迷失的道路。 标签：剧情 -本片字幕下载请点这里- 全部磁力链 4K 蓝光原盘 蓝光高清 WEB-DL 字 幕 [无损音乐1T] [美剧蓝光32T] [观影APP] [115网盘优惠充值] 4K 13.35GB Henry.Johnson.2025.2160p.WEB-DL.AAC.2.0.x264-NGP 字 幕 https://www.samfunny.com/download/index.php?id=36821183 Copyright ©2021 音范丝|影音集 内容均采集自互联网，若侵犯您的权益请联系fanyun866#gmail.com，我们将尽快处理。 高清常识 常见问题 蓝光播放工具 点点字幕 布雷克影院 币圈中文攻略 银河碟屋 登录,,
